Transaccion_ID,SKU_ID,Fecha_Venta,Cantidad_Vendida,Precio_Venta_Final,Costo_Envio,Tiempo_Entrega_Real,Estado_Envio,Ciudad_Destino,Canal_Venta,Es_SKU_Fantasma,Posible_Devolucion,Outlier_Entrega,Ciudad_Valida,Categoria,Stock_Actual,Costo_Unitario_USD,Punto_Reorden,Lead_Time_Dias,Bodega_Origen,Ultima_Revision,Bodega_Externa,Stock_Imputado,Outlier_Costo,Dias_Desde_Revision,Rating_Producto,Rating_Logistica,Satisfaccion_NPS,Ticket_Soporte_Abierto,Recomienda_Marca,Comentario_Texto,Feedback_Count,Tiene_Feedback,Ingreso_Transaccion,Margen_Unitario,Margen_Pct,Margen_Total_Transaccion,Brecha_Entrega,Ingreso_En_Riesgo
TRX-11024,PROD-3560,2025-01-18,14,1466.0,32.45,4,Perdido,Bucaramanga,Físico,True,False,False,True,Sin Catálogo,,,,,Sin Catálogo,,,,,,,,,False,,,0,False,20524.0,,,,,20524.0
TRX-11025,PROD-3415,2025-11-19,3,945.98,12.09,7,Entregado,Medellín,Físico,False,False,False,True,Tablets,1424.0,561.17,259.0,0.0,Norte,2025-09-21,False,False,False,307.0,,,,False,,,0,False,2837.94,384.81000000000006,0.4067844986151928,1154.4300000000003,7.0,0.0
TRX-11026,PROD-3708,2024-11-05,3,1420.18,51.46,19,Retrasado,Medellín,App,True,False,False,True,Sin Catálogo,,,,,Sin Catálogo,,,,,,,,,False,,,0,False,4260.54,,,,,4260.54
TRX-11027,PROD-1810,2026-01-21,7,838.28,20.02,15,Entregado,Medellín,Físico,False,False,False,True,Smartphones,1399.0,934.66,257.0,27.5,BOD-EXT-99,2025-10-27,True,False,False,271.0,,,,False,,,0,False,5867.96,-96.38,-0.11497351720188959,-674.66,-12.5,0.0
TRX-11028,PROD-2741,2025-04-20,14,1780.57,75.02,2,Perdido,Bucaramanga,WhatsApp,False,False,False,True,Tablets,1533.0,1475.84,276.0,5.0,Norte,2025-09-28,False,False,False,300.0,5.0,1.0,56.2,True,Sí,Lento,1,True,24927.98,304.73,0.17114182537052744,4266.22,-3.0,0.0
TRX-11029,PROD-1470,2024-10-28,13,1967.21,75.42,17,Sin Información,Cali,Online,False,False,False,True,Monitores,1553.0,68.7,228.0,5.0,Norte,2024-04-26,False,False,False,820.0,4.0,1.0,34.5,False,Sí,Sin comentario,1,True,25573.73,1898.51,0.9650774447059541,24680.63,12.0,0.0
TRX-11030,PROD-3230,2024-10-11,3,1342.99,85.0,26,Retrasado,Bucaramanga,WhatsApp,False,False,False,True,Laptops,288.0,172.11,194.0,5.0,Sur,2025-02-01,False,False,False,539.0,,,,False,,,0,False,4028.9700000000003,1170.88,0.8718456578232154,3512.6400000000003,21.0,0.0
TRX-11031,PROD-1920,2024-12-22,11,1728.99,40.87,21,En Camino,Bogotá,Online,False,False,False,True,Monitores,214.0,1350.64,127.0,0.0,Occidente,2025-04-22,False,False,False,459.0,,,,False,,,0,False,19018.89,378.3499999999999,0.21882717655972556,4161.8499999999985,21.0,0.0
TRX-11032,PROD-3652,2025-07-20,5,1020.79,52.36,16,Retrasado,Medellín,Físico,True,False,False,True,Sin Catálogo,,,,,Sin Catálogo,,,,,,,,,False,,,0,False,5103.95,,,,,5103.95
TRX-11033,PROD-1610,2025-04-22,4,1869.9,6.26,27,Retrasado,Bogotá,App,False,False,False,True,Monitores,1199.0,479.67,230.0,3.0,BOD-EXT-99,2025-12-21,True,False,False,216.0,,,,False,,,0,False,7479.6,1390.23,0.7434782608695651,5560.92,24.0,0.0
TRX-11034,PROD-2088,2025-11-01,4,1664.86,29.67,14,Sin Información,Bogotá,Físico,False,False,False,True,Sin Categoría,816.0,1237.36,184.0,27.5,Norte,2024-03-31,False,False,False,846.0,,,,False,,,0,False,6659.44,427.5,0.2567783477289382,1710.0,-13.5,0.0
TRX-11035,PROD-1582,2025-11-03,13,1983.64,49.44,3,Retrasado,Medellín,WhatsApp,False,False,False,True,Accesorios,512.0,139.1,244.0,5.0,ZONA_FRANCA,2025-01-28,True,False,False,543.0,4.0,4.0,-21.2,True,Sin Respuesta,Sin comentario,1,True,25787.32,1844.5400000000002,0.9298763888608821,23979.020000000004,-2.0,0.0
TRX-11036,PROD-1292,2025-05-02,7,1249.96,70.93,27,Perdido,Bogotá,WhatsApp,False,False,False,True,Laptops,736.0,847.31,255.0,10.0,ZONA_FRANCA,2025-08-30,True,False,False,329.0,,,,False,,,0,False,8749.720000000001,402.6500000000001,0.3221303081698615,2818.5500000000006,17.0,0.0
TRX-11037,PROD-1244,2025-04-27,1,1560.62,41.29,19,Retrasado,Bucaramanga,Físico,False,False,False,True,Smartphones,1587.0,224.56,192.0,5.0,BOD-EXT-99,2025-12-31,True,False,False,206.0,,,,False,,,0,False,1560.62,1336.06,0.856108469710756,1336.06,14.0,0.0
TRX-11038,PROD-1679,2025-05-03,7,1090.31,55.92,8,Sin Información,Bogotá,App,False,False,False,True,Tablets,964.0,378.82,292.0,5.0,Sur,2025-06-30,False,False,False,390.0,,,,False,,,0,False,7632.17,711.49,0.6525575295099559,4980.43,3.0,0.0
TRX-11039,PROD-2259,2025-11-07,8,525.65,54.81,17,Perdido,Bogotá,App,False,False,False,True,Smartphones,1389.0,1201.21,124.0,27.5,BOD-EXT-99,2025-03-01,True,False,False,511.0,3.0,5.0,19.5,True,No,Excelente,1,True,4205.2,-675.5600000000001,-1.285189765052792,-5404.4800000000005,-10.5,0.0
TRX-11040,PROD-3437,2024-12-29,3,715.96,20.67,29,Entregado,Bogotá,Online,False,False,False,True,Smartphones,674.0,55.68,194.0,27.5,Norte,2024-12-02,False,False,False,600.0,3.0,5.0,-93.4,False,No,Precio justo,1,True,2147.88,660.2800000000001,0.9222302921950948,1980.8400000000001,1.5,0.0
TRX-11041,PROD-3331,2025-12-22,3,1789.07,64.19,18,En Camino,Medellín,WhatsApp,False,False,False,True,Tablets,1990.0,242.08,136.0,27.5,Norte,2024-05-14,False,False,False,802.0,,,,False,,,0,False,5367.21,1546.99,0.8646894755375698,4640.97,-9.5,0.0
TRX-11042,PROD-2182,2024-10-11,4,121.34,46.73,1,Retrasado,Barranquilla,Online,False,False,False,True,Sin Categoría,172.0,265.33,205.0,0.0,Norte,2025-09-29,False,False,False,299.0,,,,False,,,0,False,485.36,-143.98999999999998,-1.1866655678259435,-575.9599999999999,1.0,0.0
TRX-11043,PROD-2798,2025-07-16,13,1187.04,81.75,7,Perdido,Bogotá,Físico,False,False,False,True,Smartphones,1456.0,1104.18,187.0,10.0,Sur,2025-06-08,False,False,False,412.0,4.0,1.0,-88.2,True,Tal vez,Dañado,1,True,15431.52,82.8599999999999,0.06980388192478762,1077.1799999999987,-3.0,0.0
TRX-11044,PROD-1509,2024-10-18,6,751.24,52.36,4,Retrasado,Sin Ciudad (Venta Web),Online,False,False,False,False,Tablets,769.0,947.8,130.0,5.0,Norte,2024-08-08,False,False,False,716.0,,,,False,,,0,False,4507.4400000000005,-196.55999999999995,-0.2616474096161013,-1179.3599999999997,-1.0,0.0
TRX-11045,PROD-2919,2024-10-20,14,779.52,70.61,3,Retrasado,Bogotá,App,False,False,False,True,Laptops,318.0,107.71,149.0,0.0,BOD-EXT-99,2024-07-15,True,False,False,740.0,,,,False,,,0,False,10913.279999999999,671.81,0.8618252257799671,9405.34,3.0,0.0
TRX-11046,PROD-3820,2024-11-25,7,1770.3,15.59,19,Sin Información,Bucaramanga,WhatsApp,True,False,False,True,Sin Catálogo,,,,,Sin Catálogo,,,,,,,,,False,,,0,False,12392.1,,,,,12392.1
TRX-11047,PROD-2245,2025-08-12,1,1709.11,51.43,10,Retrasado,Cali,App,False,False,False,True,Sin Categoría,26.0,664.47,271.0,27.5,Occidente,2026-01-05,False,False,False,201.0,3.0,3.0,-64.7,True,Sí,Precio justo,1,True,1709.11,1044.6399999999999,0.6112187044719181,1044.6399999999999,-17.5,0.0
TRX-11048,PROD-3866,2025-05-03,13,1201.7,71.74,27,Devuelto,Medellín,Online,True,False,False,True,Sin Catálogo,,,,,Sin Catálogo,,,,,,1.0,3.0,41.4,False,Tal vez,Sin comentario,1,True,15622.1,,,,,15622.1
TRX-11049,PROD-2648,2024-12-11,4,553.11,13.27,3,En Camino,Bucaramanga,Físico,False,False,False,True,Laptops,642.0,489.67,172.0,3.0,Sur,2026-01-08,False,False,False,198.0,1.0,3.0,94.3,False,No,Excelente,1,True,2212.44,63.44,0.11469689573502558,253.76,0.0,0.0
TRX-11050,PROD-2115,2024-11-12,12,956.16,80.29,2,En Camino,Medellín,Online,False,False,False,True,Smartphones,1522.0,229.58,144.0,5.0,BOD-EXT-99,2024-05-26,True,False,False,790.0,,,,False,,,0,False,11473.92,726.5799999999999,0.7598937416331994,8718.96,-3.0,0.0
TRX-11051,PROD-3049,2025-12-24,7,822.5,26.09,5,Perdido,Medellín,App,False,False,False,True,Monitores,86.0,1031.83,208.0,27.5,Norte,2025-03-30,False,False,False,482.0,,,,False,,,0,False,5757.5,-209.32999999999993,-0.25450455927051663,-1465.3099999999995,-22.5,0.0
TRX-11052,PROD-3211,2025-01-02,11,713.7,52.79,17,Entregado,Bogotá,WhatsApp,False,False,False,True,Smartphones,300.0,1376.52,104.0,0.0,BOD-EXT-99,2024-11-24,True,False,False,608.0,4.0,3.0,-5.5,True,No,Precio justo; Dañado,2,True,7850.700000000001,-662.8199999999999,-0.9287095418242958,-7291.0199999999995,17.0,0.0
TRX-11053,PROD-3022,2025-03-17,2,214.54,94.35,5,Entregado,Barranquilla,Online,False,False,False,True,Tablets,1597.0,200.04,150.0,27.5,Norte,2024-06-03,False,False,False,782.0,,,,False,,,0,False,429.08,14.5,0.06758646406264567,29.0,-22.5,0.0
TRX-11054,PROD-2793,2024-10-02,1,1090.8,59.28,26,Entregado,Sin Ciudad (Venta Web),WhatsApp,False,False,False,False,Smartphones,1426.0,1161.06,217.0,27.5,Sur,2025-01-15,False,False,False,556.0,1.0,2.0,6.2,False,No,Sin comentario,1,True,1090.8,-70.25999999999999,-0.0644114411441144,-70.25999999999999,-1.5,0.0
TRX-11055,PROD-1329,2025-05-17,1,610.64,45.29,14,Retrasado,Barranquilla,WhatsApp,False,False,False,True,Sin Categoría,1610.0,980.18,219.0,10.0,Occidente,2025-12-25,False,False,False,212.0,,,,False,,,0,False,610.64,-369.53999999999996,-0.6051683479627931,-369.53999999999996,4.0,0.0
TRX-11056,PROD-3449,2025-12-23,10,1325.01,52.36,16,Sin Información,Bucaramanga,Online,False,False,False,True,Monitores,1704.0,76.14,219.0,3.0,BOD-EXT-99,2024-05-06,True,False,False,810.0,2.0,4.0,54.6,True,Sin Respuesta,Sin comentario,1,True,13250.1,1248.87,0.9425362827450358,12488.699999999999,13.0,0.0
TRX-11057,PROD-1163,2025-11-19,14,645.22,5.65,24,Perdido,Sin Ciudad (Venta Web),App,False,False,False,False,Accesorios,1749.0,1086.39,251.0,10.0,Occidente,2024-04-23,False,False,False,823.0,,,,False,,,0,False,9033.08,-441.1700000000001,-0.6837512786336444,-6176.380000000001,14.0,0.0
TRX-11058,PROD-2769,2024-12-31,14,868.02,17.67,23,Retrasado,Bogotá,Físico,False,False,False,True,Monitores,1049.0,1070.85,160.0,3.0,Norte,2025-11-27,False,False,False,240.0,4.0,2.5,-25.75,True,No,Precio justo,2,True,12152.279999999999,-202.82999999999993,-0.23366973111218628,-2839.619999999999,20.0,0.0
TRX-11059,PROD-2320,2026-02-03,6,114.2,59.97,14,Sin Información,Bogotá,App,False,False,False,True,Sin Categoría,852.0,177.79,150.0,0.0,BOD-EXT-99,2024-12-26,True,False,False,576.0,2.0,3.0,53.9,True,Sin Respuesta,No volvería,1,True,685.2,-63.58999999999999,-0.5568301225919439,-381.53999999999996,14.0,0.0
TRX-11060,PROD-3472,2025-10-05,12,1985.15,51.91,27,Devuelto,Sin Ciudad (Venta Web),Online,False,False,False,False,Smartphones,1540.0,1098.83,117.0,5.0,Occidente,2024-05-26,False,False,False,790.0,,,,False,,,0,False,23821.800000000003,886.3200000000002,0.4464750774500668,10635.840000000002,22.0,0.0
TRX-11061,PROD-2025,2025-05-08,5,1020.14,39.56,19,Perdido,Bogotá,WhatsApp,False,False,False,True,Laptops,967.0,657.51,246.0,10.0,BOD-EXT-99,2024-07-23,True,True,False,732.0,,,,False,,,0,False,5100.7,362.63,0.35547081773089967,1813.15,9.0,0.0
TRX-11062,PROD-1105,2025-10-30,1,58.23,92.71,13,Perdido,Medellín,App,False,False,False,True,Tablets,1305.0,361.31,167.0,3.0,Sur,2024-03-16,False,False,False,861.0,1.0,5.0,-57.1,False,Sin Respuesta,Sin comentario,1,True,58.23,-303.08,-5.204877211059591,-303.08,10.0,0.0
TRX-11063,PROD-1374,2024-11-25,10,1087.05,36.59,12,Sin Información,Medellín,Físico,False,False,False,True,Laptops,1043.0,1488.35,169.0,5.0,Norte,2025-09-06,False,False,False,322.0,,,,False,,,0,False,10870.5,-401.29999999999995,-0.36916425187433877,-4012.9999999999995,7.0,0.0
TRX-11064,PROD-1937,2025-10-07,3,1742.0,56.03,25,Perdido,Bogotá,WhatsApp,False,False,False,True,Monitores,139.0,262.71,114.0,10.0,Norte,2025-03-30,False,False,False,482.0,,,,False,,,0,False,5226.0,1479.29,0.8491905855338691,4437.87,15.0,0.0
TRX-11065,PROD-3761,2024-10-11,11,1547.38,59.03,27,Sin Información,Medellín,Físico,True,False,False,True,Sin Catálogo,,,,,Sin Catálogo,,,,,,3.0,3.5,-34.25,True,No,No volvería,2,True,17021.18,,,,,17021.18
TRX-11066,PROD-3356,2025-08-20,7,1404.8,55.11,26,Devuelto,Bogotá,WhatsApp,False,False,False,True,Laptops,967.0,234.31,129.0,5.0,Occidente,2025-10-26,False,True,False,272.0,,,,False,,,0,False,9833.6,1170.49,0.8332075740318907,8193.43,21.0,0.0
TRX-11067,PROD-3404,2025-08-06,12,287.53,50.37,16,Perdido,Bogotá,Físico,False,False,False,True,Smartphones,219.0,80.67,169.0,3.0,ZONA_FRANCA,2025-07-15,True,False,False,375.0,,,,False,,,0,False,3450.3599999999997,206.85999999999996,0.7194379716899105,2482.3199999999997,13.0,0.0
TRX-11068,PROD-1084,2025-02-10,9,1318.9,52.36,29,Sin Información,Cali,Físico,False,False,False,True,Smartphones,1274.0,219.05,157.0,10.0,Occidente,2025-09-02,False,False,False,326.0,,,,False,,,0,False,11870.1,1099.8500000000001,0.8339146258245508,9898.650000000001,19.0,0.0
TRX-11069,PROD-3753,2024-10-17,13,1534.93,37.02,23,Sin Información,Barranquilla,Online,True,False,False,True,Sin Catálogo,,,,,Sin Catálogo,,,,,,,,,False,,,0,False,19954.09,,,,,19954.09
TRX-11070,PROD-2103,2025-05-08,9,1149.11,91.33,17,Devuelto,Medellín,Online,False,False,False,True,Laptops,504.0,764.79,292.0,3.0,Occidente,2024-06-08,False,False,False,777.0,3.5,1.5,29.549999999999997,True,Sí,No volvería,2,True,10341.99,384.31999999999994,0.3344501396733124,3458.879999999999,14.0,0.0
TRX-11071,PROD-3360,2024-12-20,6,1786.57,47.83,22,Entregado,Sin Ciudad (Venta Web),WhatsApp,False,False,False,False,Sin Categoría,1397.0,1150.36,270.0,10.0,Norte,2025-01-11,False,False,False,560.0,5.0,1.0,49.8,False,Sí,Dañado,1,True,10719.42,636.21,0.3561069535478599,3817.26,12.0,0.0
TRX-11072,PROD-1164,2024-12-23,3,561.21,55.2,20,Sin Información,Sin Ciudad (Venta Web),Online,False,False,False,False,Tablets,1656.0,149.25,145.0,5.0,Norte,2024-08-10,False,False,False,714.0,4.0,1.0,-19.5,True,Sin Respuesta,Dañado,1,True,1683.63,411.96000000000004,0.7340567701929759,1235.88,15.0,0.0
TRX-11073,PROD-1717,2024-11-03,1,491.87,67.37,6,Sin Información,Cali,Online,False,False,False,True,Accesorios,689.0,406.48,215.0,0.0,Norte,2025-10-21,False,False,False,277.0,,,,False,,,0,False,491.87,85.38999999999999,0.17360278122268075,85.38999999999999,6.0,0.0
TRX-11074,PROD-2927,2025-09-30,3,1740.44,11.43,14,Perdido,Medellín,Físico,False,False,False,True,Smartphones,1548.0,1240.83,158.0,5.0,Sur,2024-11-13,False,False,False,619.0,,,,False,,,0,False,5221.32,499.6100000000001,0.2870595941256235,1498.8300000000004,9.0,0.0
TRX-11075,PROD-3125,2025-07-14,10,1254.54,79.22,16,Retrasado,Cali,WhatsApp,False,False,False,True,Laptops,967.0,291.48,291.0,5.0,Occidente,2025-09-12,False,True,False,316.0,,,,False,,,0,False,12545.4,963.06,0.767659859390693,9630.599999999999,11.0,0.0
TRX-11076,PROD-3668,2025-11-10,2,12.88,53.69,3,En Camino,Medellín,Físico,True,False,False,True,Sin Catálogo,,,,,Sin Catálogo,,,,,,,,,False,,,0,False,25.76,,,,,25.76
TRX-11077,PROD-2811,2025-10-16,11,712.73,67.43,21,Devuelto,Bogotá,Online,False,False,False,True,Laptops,1183.0,890.0,111.0,27.5,Norte,2026-01-31,False,False,False,175.0,5.0,3.0,-15.0,False,Sí,Sin comentario,1,True,7840.030000000001,-177.26999999999998,-0.24871971153171604,-1949.9699999999998,-6.5,0.0
TRX-11078,PROD-2139,2024-12-12,5,1717.13,78.34,19,Entregado,Medellín,Online,False,False,False,True,Laptops,1316.0,839.61,299.0,0.0,Occidente,2025-12-30,False,False,False,207.0,2.0,3.0,49.1,True,Tal vez,Dañado,1,True,8585.650000000001,877.5200000000001,0.5110387681771328,4387.6,19.0,0.0
TRX-11079,PROD-1743,2025-10-29,8,64.37,88.04,7,Entregado,Medellín,App,False,False,False,True,Monitores,551.0,309.6,133.0,5.0,Sur,2025-01-17,False,False,False,554.0,,,,False,,,0,False,514.96,-245.23000000000002,-3.8096939568121795,-1961.8400000000001,2.0,0.0
TRX-11080,PROD-3397,2025-01-07,5,16.46,52.36,5,En Camino,Barranquilla,Físico,False,False,False,True,Smartphones,1202.0,597.16,153.0,27.5,Sur,2025-08-05,False,False,False,354.0,1.0,3.0,11.7,True,Tal vez,No volvería,1,True,82.30000000000001,-580.6999999999999,-35.279465370595375,-2903.4999999999995,-22.5,0.0
TRX-11081,PROD-2785,2025-01-11,1,569.71,42.26,20,Perdido,Bogotá,Online,False,False,False,True,Sin Categoría,1243.0,1046.49,114.0,3.0,Sur,2024-12-06,False,False,False,596.0,1.0,4.0,90.8,True,Sin Respuesta,No volvería,1,True,569.71,-476.78,-0.8368819223815624,-476.78,17.0,0.0
TRX-11082,PROD-3600,2025-06-26,3,1828.86,82.09,26,Retrasado,Medellín,WhatsApp,True,False,False,True,Sin Catálogo,,,,,Sin Catálogo,,,,,,,,,False,,,0,False,5486.58,,,,,5486.58
TRX-11083,PROD-3014,2025-04-24,12,1803.94,29.59,23,En Camino,Medellín,WhatsApp,False,False,False,True,Laptops,1186.0,473.76,222.0,0.0,Norte,2024-08-02,False,False,False,722.0,,,,False,,,0,False,21647.28,1330.18,0.7373748572568932,15962.16,23.0,0.0
TRX-11084,PROD-1373,2025-05-11,5,1042.34,67.73,23,Perdido,Sin Ciudad (Venta Web),Online,False,False,False,False,Sin Categoría,1864.0,1340.37,191.0,5.0,Norte,2025-09-23,False,False,False,305.0,,,,False,,,0,False,5211.7,-298.03,-0.28592397874014236,-1490.1499999999999,18.0,0.0
TRX-11085,PROD-2925,2025-07-25,7,1110.94,14.76,10,Sin Información,Cali,Online,False,False,False,True,Monitores,961.0,161.61,217.0,10.0,BOD-EXT-99,2025-11-10,True,True,False,257.0,5.0,4.0,55.4,True,Tal vez,Excelente,1,True,7776.58,949.33,0.8545285974040002,6645.31,0.0,0.0
TRX-11086,PROD-2425,2025-01-21,5,670.7,6.9,9,Perdido,Bogotá,Online,False,False,False,True,Laptops,967.0,1456.61,112.0,0.0,ZONA_FRANCA,2025-01-14,True,True,False,557.0,,,,False,,,0,False,3353.5,-785.9099999999999,-1.1717757566721334,-3929.5499999999993,9.0,0.0
TRX-11087,PROD-2672,2025-02-03,14,495.04,14.1,3,Devuelto,Medellín,WhatsApp,False,False,False,True,Sin Categoría,1988.0,1467.31,163.0,27.5,BOD-EXT-99,2025-09-16,True,False,False,312.0,,,,False,,,0,False,6930.56,-972.27,-1.9640231092436973,-13611.779999999999,-24.5,0.0
TRX-11088,PROD-2365,2025-07-25,10,1632.29,35.34,27,Retrasado,Sin Ciudad (Venta Web),Online,False,False,False,False,Laptops,1048.0,336.46,215.0,5.0,ZONA_FRANCA,2025-06-21,True,False,False,399.0,,,,False,,,0,False,16322.9,1295.83,0.7938724123777025,12958.3,22.0,0.0
TRX-11089,PROD-2315,2025-04-18,5,221.53,7.95,27,Retrasado,Bogotá,Físico,False,False,False,True,Accesorios,31.0,620.77,243.0,5.0,BOD-EXT-99,2025-12-27,True,False,False,210.0,,,,False,,,0,False,1107.65,-399.24,-1.802193833792263,-1996.2,22.0,0.0
TRX-11090,PROD-3744,2025-12-16,7,979.84,64.9,10,Devuelto,Medellín,App,True,False,False,True,Sin Catálogo,,,,,Sin Catálogo,,,,,,,,,False,,,0,False,6858.88,,,,,6858.88
TRX-11091,PROD-1428,2025-09-28,13,1272.45,35.07,16,Perdido,Bogotá,App,False,False,False,True,Laptops,1675.0,180.32,207.0,0.0,BOD-EXT-99,2024-11-26,True,False,False,606.0,,,,False,,,0,False,16541.850000000002,1092.13,0.8582891272741562,14197.690000000002,16.0,0.0
TRX-11092,PROD-1658,2025-06-06,8,216.32,52.36,24,Perdido,Sin Ciudad (Venta Web),App,False,False,False,False,Accesorios,311.0,1248.19,122.0,0.0,BOD-EXT-99,2024-03-08,True,False,False,869.0,,,,False,,,0,False,1730.56,-1031.8700000000001,-4.770109097633137,-8254.960000000001,24.0,0.0
TRX-11093,PROD-2350,2025-03-26,14,1044.02,74.96,23,Retrasado,Bogotá,Físico,False,False,False,True,Accesorios,987.0,600.62,245.0,3.0,BOD-EXT-99,2025-06-21,True,True,False,399.0,4.5,3.0,-12.999999999999998,True,No,Dañado; Precio justo,2,True,14616.279999999999,443.4,0.4247045075764832,6207.599999999999,20.0,0.0
TRX-11094,PROD-2686,2025-07-05,8,1159.27,9.36,9,Retrasado,Bogotá,Online,False,False,False,True,Accesorios,1863.0,553.09,256.0,27.5,Norte,2025-03-19,False,False,False,493.0,,,,False,,,0,False,9274.16,606.18,0.522898030657224,4849.44,-18.5,0.0
TRX-11095,PROD-3841,2025-12-08,7,1487.57,25.59,2,Retrasado,Cali,App,True,False,False,True,Sin Catálogo,,,,,Sin Catálogo,,,,,,,,,False,,,0,False,10412.99,,,,,10412.99
TRX-11096,PROD-3029,2025-09-20,13,477.32,43.76,6,Retrasado,Bogotá,WhatsApp,False,False,False,True,Sin Categoría,434.0,1031.39,297.0,27.5,Occidente,2025-06-15,False,False,False,405.0,,,,False,,,0,False,6205.16,-554.0700000000002,-1.1607935975865251,-7202.910000000002,-21.5,0.0
TRX-11097,PROD-2180,2025-03-21,14,593.72,41.35,5,Perdido,Bogotá,Online,False,False,False,True,Laptops,967.0,971.69,253.0,10.0,Norte,2026-01-28,False,True,False,178.0,,,,False,,,0,False,8312.08,-377.97,-0.6366132183520852,-5291.58,-5.0,0.0
TRX-11098,PROD-3713,2025-11-17,3,1143.35,17.44,3,Retrasado,Bogotá,WhatsApp,True,False,False,True,Sin Catálogo,,,,,Sin Catálogo,,,,,,4.0,5.0,-64.1,False,Tal vez,Sin comentario,1,True,3430.0499999999997,,,,,3430.0499999999997
TRX-11099,PROD-2640,2024-11-09,11,1966.42,99.44,7,Sin Información,Medellín,App,False,False,False,True,Accesorios,929.0,888.89,112.0,10.0,Occidente,2025-02-18,False,False,False,522.0,,,,False,,,0,False,21630.620000000003,1077.5300000000002,0.5479653380254473,11852.830000000002,-3.0,0.0
TRX-11100,PROD-3253,2024-12-18,-5,442.81,32.02,15,Perdido,Bogotá,Físico,False,True,False,True,Tablets,237.0,396.55,175.0,5.0,ZONA_FRANCA,2025-12-09,True,False,False,228.0,4.5,5.0,-1.5499999999999998,True,No,No volvería,2,True,-2214.05,46.25999999999999,0.10446918542941666,-231.29999999999995,10.0,0.0
TRX-11101,PROD-1150,2025-10-12,2,1971.95,73.5,21,Devuelto,Bogotá,App,False,False,False,True,Smartphones,1058.0,489.76,236.0,3.0,Norte,2024-11-09,False,True,False,623.0,,,,False,,,0,False,3943.9,1482.19,0.7516367047846041,2964.38,18.0,0.0
TRX-11102,PROD-2862,2024-10-11,1,1431.54,25.9,6,Sin Información,Bogotá,App,False,False,False,True,Smartphones,168.0,121.5,199.0,10.0,Sur,2025-02-16,False,False,False,524.0,2.0,3.5,-46.65,True,Sin Respuesta,Lento; No volvería,2,True,1431.54,1310.04,0.915126367408525,1310.04,-4.0,0.0
TRX-11103,PROD-1360,2024-11-07,6,1653.9,88.4,4,Entregado,Medellín,Online,False,False,False,True,Accesorios,649.0,669.86,296.0,5.0,BOD-EXT-99,2024-10-05,True,False,False,658.0,3.0,2.0,27.9,False,Tal vez,Excelente,1,True,9923.400000000001,984.0400000000001,0.5949815587399481,5904.240000000001,-1.0,0.0
TRX-11104,PROD-2288,2025-12-17,13,188.39,52.36,23,Devuelto,Bogotá,Online,False,False,False,True,Accesorios,1795.0,1075.55,164.0,10.0,BOD-EXT-99,2024-06-11,True,False,False,774.0,,,,False,,,0,False,2449.0699999999997,-887.16,-4.709167153245926,-11533.08,13.0,0.0
TRX-11105,PROD-2033,2025-10-13,9,607.84,41.84,29,Devuelto,Barranquilla,App,False,False,False,True,Laptops,1643.0,681.13,120.0,0.0,Sur,2025-10-18,False,False,False,280.0,,,,False,,,0,False,5470.56,-73.28999999999996,-0.12057449328770722,-659.6099999999997,29.0,0.0
TRX-11106,PROD-2324,2024-11-17,3,124.9,90.59,13,En Camino,Bucaramanga,Físico,False,False,False,True,Monitores,65.0,674.0,199.0,5.0,BOD-EXT-99,2024-06-20,True,False,False,765.0,3.0,1.6666666666666667,40.599999999999994,True,Tal vez,Precio justo; Excelente; Dañado,3,True,374.70000000000005,-549.1,-4.396317053642914,-1647.3000000000002,8.0,0.0
TRX-11107,PROD-1474,2025-05-09,5,749.38,37.47,23,Devuelto,Medellín,WhatsApp,False,False,False,True,Smartphones,492.0,870.33,136.0,27.5,Occidente,2025-06-26,False,False,False,394.0,3.0,5.0,-51.7,False,Sí,Dañado,1,True,3746.9,-120.95000000000005,-0.16140009074167985,-604.7500000000002,-4.5,0.0
TRX-11108,PROD-2655,2025-02-14,9,1962.77,5.82,5,En Camino,Sin Ciudad (Venta Web),WhatsApp,False,False,False,False,Smartphones,1239.0,1225.49,192.0,0.0,Norte,2024-03-31,False,False,False,846.0,,,,False,,,0,False,17664.93,737.28,0.3756323970714857,6635.5199999999995,5.0,0.0
TRX-11109,PROD-3107,2024-12-23,14,219.49,54.12,15,En Camino,Barranquilla,Físico,False,False,False,True,Smartphones,634.0,1449.9,278.0,3.0,Sur,2024-06-27,False,False,False,758.0,1.0,1.0,-47.9,True,Sin Respuesta,Precio justo,1,True,3072.86,-1230.41,-5.605767916533783,-17225.74,12.0,0.0
TRX-11110,PROD-1004,2024-12-13,14,1129.12,54.85,7,En Camino,Medellín,Online,False,False,False,True,Smartphones,1713.0,77.78,105.0,5.0,Sur,2024-07-04,False,False,False,751.0,,,,False,,,0,False,15807.679999999998,1051.34,0.9311144962448633,14718.759999999998,2.0,0.0
TRX-11111,PROD-3693,2025-05-05,9,22.08,16.38,7,Sin Información,Barranquilla,App,True,False,False,True,Sin Catálogo,,,,,Sin Catálogo,,,,,,,,,False,,,0,False,198.71999999999997,,,,,198.71999999999997
